ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
236.1,767,850,1103550,49447,12001519,38694912,1586240
237.1,775,851,1106505,50239,12001519,38694912,1583392
238.1,782,853,1108383,50974,12001519,38694912,1570992
239.2,791,856,1111435,51748,12001519,38694912,1568112
240.2,796,858,1113996,52497,12001519,38694912,1554000
241.2,805,861,1116624,53251,12001519,38694912,1562752
242.2,817,863,1119159,54003,12001519,38694912,1555600
243.2,827,866,1122073,54779,12001519,38694912,1565968
244.3,831,868,1124651,55540,12001519,38694912,1559872
245.3,839,872,1127060,56298,12001519,38694912,1557680
246.3,853,875,1129915,57052,12001519,38694912,1557200
247.4,860,877,1132408,57761,12001519,38694912,1557120
248.4,876,878,1134915,58509,12001519,38694912,1560128
249.4,889,881,1137536,59217,12001519,38694912,1559376
250.4,900,882,1140289,59943,12001519,38694912,1557904
251.5,914,882,1142877,60624,12001519,38694912,1555600
252.5,922,886,1145650,61394,12001519,38694912,1564432
253.5,927,887,1148279,62217,12001519,38694912,1557584
254.5,937,890,1150939,62999,12001519,38694912,1559904
255.5,948,895,1153637,63820,12001519,38694912,1564784
256.6,958,900,1156234,64551,12001519,38694912,1557424
257.6,969,906,1158925,65329,12001519,38694912,1560800
258.6,975,906,1161429,66053,12001519,38694912,1556848
259.6,986,907,1163899,66825,12001519,38694912,1571936
260.6,996,908,1166826,67650,12001519,38694912,1571888
261.6,1001,910,1169296,68355,12001519,38694912,1562560
262.7,1012,912,1171920,69092,12001519,38694912,1562080
263.7,1025,916,1174643,69799,12001519,38711296,1565344
264.7,1036,921,1177427,70536,12001519,38711296,1569312
265.8,1039,924,1179811,71242,12001519,38711296,1551184
266.8,1048,926,1182314,71975,12001519,38711296,1557632
267.8,1059,929,1185131,72707,12001519,38711296,1560304
268.8,1072,930,1188134,73484,12001519,38711296,1549440
269.8,1082,933,1190775,74281,12001519,38711296,1558192
270.8,1089,934,1193204,74987,12001519,38711296,1544768
271.9,1099,938,1195419,75720,12001519,38711296,1545152
272.9,1113,941,1197975,76497,12001519,38711296,1552928
273.9,1124,945,1200619,77249,12001519,38711296,1559792
274.9,1130,949,1203091,77938,12001519,38711296,1551504
275.9,1138,952,1205412,78720,12001519,38711296,1557728
277.0,1147,955,1208155,79466,12001519,38711296,1556768
278.0,1156,958,1211316,80356,12001519,38711296,1561696
279.0,1160,961,1213696,81080,12001519,38711296,1563376
280.0,1171,963,1216225,81825,12001519,38711296,1571696
281.0,1187,965,1219103,82625,12001519,38711296,1573040
282.0,1196,968,1222242,83545,12001519,38711296,1580992
283.1,1208,973,1225321,84365,12001519,38711296,1578848
284.1,1217,975,1228132,85157,12001519,38711296,1574064
285.1,1228,977,1230945,85948,12001519,38711296,1572384
286.1,1234,977,1233010,86611,12001519,38711296,1559664
287.1,1247,979,1235432,87315,12001519,38711296,1569680
288.2,1257,985,1238108,88064,12001519,38711296,1572096
289.2,1262,990,1240546,88805,12001519,38711296,1567472
290.2,1271,991,1242827,89529,12001519,38711296,1572496
291.2,1280,995,1245511,90278,12001519,38711296,1574976
292.2,1284,997,1247858,91021,12001519,38711296,1572320
293.2,1292,1000,1250203,91736,12001519,38711296,1571648
294.3,1305,1001,1252832,92404,12001519,38711296,1568064
295.3,1309,1003,1255070,93110,12001519,38711296,1562656
296.3,1317,1007,1257455,93801,12001519,38711296,1561904
297.3,1327,1012,1260305,94444,12001519,38711296,1554432
298.3,1331,1014,1262602,95066,12001519,38711296,1529984
299.4,1340,1016,1265359,95906,12001519,38711296,1533264
300.4,1353,1021,1272932,96606,12001519,38711296,1580016
301.4,1360,1024,1275707,97417,12001519,38711296,1528976
302.4,1371,1027,1278722,98276,12001519,38744064,1497536
303.4,1376,1032,1281357,99021,12001519,38760448,1495264
304.5,1390,1033,1284625,99884,12001519,38760448,1507808
305.5,1399,1037,1287410,100744,12001519,38760448,1513840
306.5,1408,1041,1290302,101515,12001519,38760448,1515456
307.5,1420,1042,1293433,102324,12001519,38760448,1523872
308.5,1431,1043,1296344,103107,12001519,38760448,1516736
309.6,1442,1046,1299466,103985,12001519,38760448,1517008
310.6,1453,1049,1301919,104655,12001519,38760448,1494960
311.6,1467,1052,1304590,105419,12001519,38793216,1482496
312.6,1477,1056,1307433,106219,12001519,38793216,1465264
313.6,1486,1060,1310452,107091,12001519,38793216,1436320
314.7,1498,1063,1313564,107893,12001519,38793216,1396000
315.7,1505,1067,1316244,108685,12001519,38825984,1361904
316.7,1518,1070,1319250,109516,12001519,38924288,1360224
317.7,1528,1073,1321857,110297,12001519,38924288,1361056
318.7,1541,1078,1324576,111045,12001519,38924288,1355216
319.8,1556,1082,1327433,111853,12001519,38924288,1368240
320.8,1569,1083,1330109,112608,12001519,38924288,1351344
321.8,1580,1085,1332881,113399,12001519,38924288,1359280
322.8,1590,1086,1335448,114225,12001519,38924288,1325296
323.8,1605,1086,1338801,115140,12001519,38957056,1343504
324.9,1613,1088,1341428,115939,12001519,38957056,1321216
325.9,1622,1091,1344298,116706,12001519,38957056,1321216
326.9,1641,1093,1347175,117539,12001519,38957056,1328096
327.9,1653,1097,1349850,118299,12001519,38957056,1305264
329.0,1668,1100,1352518,119014,12001519,39006208,1333840
330.0,1675,1103,1355100,119753,12001519,39006208,1315296
331.0,1687,1106,1358237,120563,12001519,39006208,1314256
332.0,1696,1107,1360809,121229,12001519,39006208,1300096
333.0,1703,1112,1363296,121890,12001519,39006208,1289712
334.0,1709,1117,1366076,122596,12001519,39006208,1290000
335.1,1722,1121,1369790,123920,12001519,39006208,1394464
336.1,1736,1126,1372339,124938,12001519,39895040,1375584
337.1,1747,1129,1374944,125902,12001519,39927808,1370512
338.1,1761,1130,1377438,126799,12001519,39927808,1365136
339.1,1771,1133,1379857,127658,12001519,39927808,1363984
340.1,1788,1137,1382611,128634,12001519,39927808,1384656
341.2,1808,1138,1385014,129491,12001519,39927808,1375328
342.2,1831,1142,1387725,130415,12001519,39927808,1372592
343.2,1845,1148,1390146,131356,12001519,39927808,1374448
344.2,1865,1148,1392557,132304,12001519,39927808,1399488
345.3,1879,1151,1395096,133162,12001519,39927808,1384048
346.3,1890,1154,1397182,133888,12001519,39927808,1362288
347.3,1899,1159,1399692,134851,12001519,39927808,1409616
348.3,1915,1161,1402469,135915,12001519,39927808,1424416
349.3,1927,1162,1404927,136871,12001519,39927808,1425296
350.4,1937,1165,1407105,137671,12001519,39927808,1407616
351.4,1956,1166,1409239,138506,12001519,39927808,1390768
352.4,1965,1172,1411799,139428,12001519,39927808,1409632
353.4,1973,1181,1415205,140697,12001519,39976960,1459120
354.4,1988,1185,1417502,141613,12001519,39976960,1451136
355.5,2008,1188,1419983,142532,12001519,39976960,1446592
356.5,2021,1192,1422401,143470,12001519,39976960,1428672
357.5,2041,1193,1424800,144406,12001519,39976960,1427840
358.5,2059,1194,1426987,145270,12001519,39976960,1393184
359.6,2074,1198,1429379,146228,12001519,39976960,1401664
360.6,2088,1202,1431843,147199,12001519,39976960,1395216
361.6,2106,1204,1434135,148086,12001519,39976960,1399056
362.6,2120,1207,1436315,148861,12001519,39976960,1396384
363.6,2128,1212,1438712,149780,12001519,39976960,1400864
364.7,2142,1212,1441139,150724,12001519,39976960,1394496
