ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
340.9,1773,1125,1381295,128653,12001519,30961664,1766080
342.0,1787,1127,1383888,129635,12001519,30961664,1764800
343.0,1801,1133,1386268,130558,12001519,30961664,1769072
344.0,1814,1137,1388643,131451,12001519,30961664,1768832
345.0,1830,1139,1391185,132406,12001519,30961664,1770720
346.0,1840,1144,1393813,133415,12001519,30961664,1771760
347.0,1853,1147,1396205,134380,12001519,30961664,1774896
348.1,1867,1151,1398659,135343,12001519,30961664,1778000
349.1,1882,1154,1400900,136160,12001519,30961664,1765104
350.1,1896,1155,1403034,136933,12001519,30961664,1753904
351.1,1907,1157,1404956,137632,12001519,30961664,1740096
352.1,1918,1160,1408029,138729,12001519,30961664,1760496
353.2,1928,1169,1411223,139932,12001519,30994432,1822624
354.2,1937,1171,1413277,140676,12001519,30994432,1783088
355.2,1948,1177,1415731,141642,12001519,30994432,1763728
356.2,1961,1183,1418203,142596,12001519,30994432,1770208
357.2,1971,1189,1420678,143530,12001519,30994432,1770496
358.3,1983,1192,1423224,144508,12001519,30994432,1769344
359.3,1998,1197,1425578,145405,12001519,30994432,1761152
360.3,2008,1203,1427897,146236,12001519,30994432,1764288
361.3,2022,1206,1430439,147221,12001519,30994432,1766512
362.3,2035,1209,1432753,148122,12001519,30994432,1754352
363.4,2047,1212,1435242,149074,12001519,30994432,1743952
364.4,2059,1215,1437592,149983,12001519,30994432,1747104
365.4,2072,1216,1439919,150911,12001519,30994432,1742848
366.4,2082,1220,1442399,151882,12001519,30994432,1753152
367.4,2098,1222,1444780,152755,12001519,30994432,1754240
368.4,2109,1227,1446672,153442,12001519,30994432,1739056
369.5,2119,1230,1448613,154148,12001519,30994432,1717312
370.5,2129,1234,1452022,155386,12001519,30994432,1770624
371.5,2138,1243,1454818,156465,12001519,31014912,1781152
372.5,2150,1247,1457251,157398,12001519,31014912,1769232
373.5,2166,1249,1459779,158350,12001519,31014912,1758576
374.5,2183,1252,1462197,159271,12001519,31014912,1766128
375.6,2197,1254,1464818,160282,12001519,31014912,1772416
376.6,2207,1257,1467337,161265,12001519,31014912,1773600
377.6,2222,1260,1469852,162274,12001519,31014912,1767552
378.6,2232,1264,1472278,163162,12001519,31014912,1766080
379.6,2251,1266,1474895,164068,12001519,31014912,1769424
380.6,2271,1267,1477389,164988,12001519,31014912,1775840
381.7,2282,1273,1479797,165917,12001519,31014912,1775616
382.7,2300,1276,1482030,166795,12001519,31014912,1764192
383.7,2311,1280,1484506,167744,12001519,31014912,1762720
384.7,2324,1282,1486821,168621,12001519,31014912,1760752
385.8,2332,1287,1488912,169369,12001519,31014912,1743184
