ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
240.0,809,826,1114718,52326,12001519,32419840,1889456
241.0,824,828,1117334,53077,12001519,32419840,1893152
242.0,839,829,1119998,53820,12001519,32419840,1901792
243.0,843,830,1122320,54592,12001519,32419840,1909952
244.1,852,832,1124859,55398,12001519,32419840,1909408
245.1,862,834,1127727,56249,12001519,32419840,1911472
246.1,866,836,1129958,56951,12001519,32419840,1894128
247.1,875,839,1132389,57712,12001519,32419840,1900128
248.1,884,846,1134830,58388,12001519,32419840,1895936
249.1,892,849,1137517,59140,12001519,32419840,1897872
250.2,905,850,1140310,59940,12001519,32419840,1903904
251.2,915,853,1143153,60763,12001519,32419840,1899712
252.2,918,855,1145632,61544,12001519,32419840,1895376
253.2,930,857,1148290,62321,12001519,32419840,1900416
254.2,939,862,1150830,63067,12001519,32419840,1904000
255.3,957,862,1153741,63877,12001519,32419840,1899840
256.3,969,865,1156473,64661,12001519,32419840,1913776
257.3,975,867,1158636,65324,12001519,32419840,1887648
258.3,987,873,1161210,66151,12001519,32419840,1905888
259.4,997,877,1163929,66933,12001519,32419840,1898944
260.4,1001,880,1166283,67694,12001519,32419840,1875952
261.4,1018,881,1168828,68479,12001519,32419840,1872800
262.4,1030,882,1171689,69263,12001519,32419840,1867408
263.4,1040,887,1174491,70005,12001519,32419840,1877040
264.5,1045,888,1176752,70730,12001519,32419840,1864240
265.5,1054,890,1179160,71501,12001519,32419840,1860768
266.5,1069,892,1181804,72272,12001519,32419840,1828208
267.5,1077,898,1184417,73041,12001519,32419840,1796608
268.5,1088,900,1187141,73854,12001519,32419840,1785904
269.5,1093,900,1189514,74568,12001519,32419840,1737808
270.6,1099,905,1191897,75323,12001519,32419840,1707680
271.6,1108,909,1194703,76157,12001519,32419840,1690672
272.6,1123,911,1197336,76870,12001519,32419840,1674544
273.6,1127,916,1199592,77552,12001519,32419840,1663952
274.6,1135,918,1201947,78341,12001519,32419840,1663536
275.6,1143,921,1204573,79086,12001519,32419840,1659168
276.7,1146,924,1207132,79850,12001519,32419840,1657040
